Time,Rounding Mode,fp_X,fp_Y,fp_Z,fp_Z Expected,fp_Z 64 bits
117355, 1, e2ae5aeb, 912065b3, 345a7c2d, 345a7c2d, 3e8b4f85aa125440
117445, 1, 88829602, 0, 80000000, 80000000, 3e8b4f85aa125440
117475, 1, 537325e8, 9b96567b, af8eca59, af8eca59, bdf1d94b2fe4cf00
117655, 0, 5e04f0e7, c02f3471, deb5f7d3, deb5f7d3, c3d6befa61907dc0
117855, 0, ddb5b4db, bb4e9cb6, 5992a6c4, 5992a6c4, 433254d873c0f640
118035, 1, 821c9c40, df5aa1d0, 2205c00c, 2205c00c, 3c40b80180668000
118085, 4, d9e96586, 23154cf, 9ca1ac84, 9ca1ac84, bb94359075e1eb40
118165, 4, ce576ed4, 26d7740e, b5b54fbe, b5b54fbe, beb6a9f7c183f300
118275, 1, 9e62ffb7, 8b68193e, 0, 0, beb6a9f7c183f300
118365, 4, a7b9a1cb, 208d52ea, 88ccf479, 88ccf479, b9199e8f13fa6380
118395, 3, 1c824057, 7c20196b, 5922ea4b, 5922ea4b, 43245d494658d740
118525, 4, f97fe9a3, dff9376a, 7f800000, 7f800000, 43245d494658d740
118595, 2, 98a327d2, c3a5881b, 1cd2fed1, 1cd2fed1, 3b9a5fda2db0c980
118755, 1, b5ea91d9, 8b788b5d, 1e3bcfc, 1e3bcfc, 383c779f93f9daa0
118775, 1, d7a2a018, fcc9a029, 7f800000, 7f800000, 383c779f93f9daa0
118925, 3, fdbe549a, 8df795c7, 4c3812fc, 4c3812fc, 4187025f78ecb6c0
119085, 2, 33d03147, d0f022f4, c5434aa0, c5434aa0, c0a86953f14cb580
119115, 2, 5dcc5fac, cda5e55e, ec0470c7, ec0470c7, c5808e18cf7fa500
119145, 4, 86d47aed, 3ccce70c, 842a11ba, 842a11ba, b885423737b3c380
119175, 2, 1a7ec4d0, 37acff8b, 12ac2a8c, 12ac2a8c, 3a55855184019e00
119215, 2, 75c8b43c, ebb420d2, ff800000, ff800000, 3a55855184019e00
119385, 0, 5425d359, ff800000, ff800000, ff800000, 3a55855184019e00
119405, 2, 80000000, d72df0af, 0, 0, 3a55855184019e00
119515, 0, fee5b03, 933288fa, 80000000, 80000000, 3a55855184019e00
119595, 2, cfdd8568, e74d0a46, 77b16cb8, 77b16cb8, 46f62d9702114e00
119625, 1, 646f7a78, 880d996, 2d71118e, 2d71118e, 3dae2231c85e9400
119775, 3, 886972e7, 83ecf281, 0, 0, 3dae2231c85e9400
119875, 1, 24d01fab, ca95ea64, aff3c1f9, aff3c1f9, bdfe783f316b3300
119905, 1, 6ddfaffd, 64b4a817, 7f800000, 7f800000, bdfe783f316b3300
120035, 3, 3704e77d, ff800000, ff800000, ff800000, bdfe783f316b3300
120225, 3, b2e4fc2b, cec38888, 422ee635, 422ee635, 4045dcc68bb9db00
120315, 3, d2c7fcff, 5c0052c1, ef487e4a, ef487e4a, c5e90fc953da8fc0
120435, 0, 36e2cf26, 95299187, 8c963baf, 8c963baf, b992c775e0b86140
120455, 0, 3f67bc7, c532b3bd, 89ac0f1f, 89ac0f1f, b93581e3dc70dd60
120565, 2, e9b3aad0, 1ab07f81, c4f7bdd7, c4f7bdd7, c09ef7bad190b400
120695, 1, ca1e307, 36b53b06, 3e535ae, 3e535ae, 387ca6b5c43bca80
120745, 1, bded2e67, bd2f8357, 3ba29c67, 3ba29c67, 3f74538cf84f4020
120895, 1, ccd27329, 8976e625, 16caf7db, 16caf7db, 3ad95efb68ef5da0
121095, 0, 20444b08, f64ac32a, d71b78da, d71b78da, c2e36f1b356cea00
121195, 0, bc81518, 8d80c2f7, 80000000, 80000000, c2e36f1b356cea00
121255, 1, de8e9f3, 5157566d, 1fc3eb1c, 1fc3eb1c, 3bf87d639b07cee0
121295, 2, b9857519, 2385780, 80000000, 80000000, 3bf87d639b07cee0
121475, 3, 35cafbc2, 79a5520, 0, 0, 3bf87d639b07cee0
121555, 2, 3cd29739, 4ccbe9d8, 4a27be47, 4a27be47, 4144f7c8f0af2300
121735, 4, 402c1b4a, ea744284, eb2436ba, eb2436ba, c56486d749e4c500
121895, 1, 6d52d253, 3f7f7a5a, 6d526443, 6d526443, 45aa4c8860cfe5c0
121915, 0, 460a3dd9, c16b627a, c7fe37e8, c7fe37e8, c0ffc6fcf062da80
122035, 2, 375add72, 80000000, 80000000, 80000000, c0ffc6fcf062da80
122065, 0, 425bf328, 93d4a95, c22a299, c22a299, 398454531ac2c900
122205, 0, fd117523, 7b64662c, ff800000, ff800000, 398454531ac2c900
122365, 4, 365ca9be, 5c4491a2, 53296f7d, 53296f7d, 42652defa8010780
122565, 1, b02d6f0, 97cf8161, 80000000, 80000000, 42652defa8010780
122605, 0, a4aa90f3, a9c39a02, f025306, f025306, 39e04a60b409fcc0
122695, 4, 4f886edd, 176c330, 1183828e, 1183828e, 3a307051cca40e00
122825, 1, d40ef48f, a348aa7f, 37e01c8a, 37e01c8a, 3efc039142923c40
122905, 1, 86bf0c70, b8ab6fa2, 0, 0, 3efc039142923c40
123035, 2, ffc00000, 74223c86, 7fc00000, 7fc00000, 3efc039142923c40
123215, 1, f737d5e3, bfb0e1d4, 777e0a6e, 777e0a6e, 46efc14dd268bf00
123255, 1, 352a6d84, 77c8650c, 6d8568d4, 6d8568d4, 45b0ad1a8a46c600
123315, 4, ae293ca7, b9725c5, 80000000, 80000000, 45b0ad1a8a46c600
123435, 0, 8b430866, 596e49c3, a5358a01, a5358a01, bca6b140190f7640
123475, 2, b60c32e4, af270cb0, 25b6f84b, 25b6f84b, 3cb6df09606b3000
123595, 4, 512fbefc, 7f800000, 7f800000, 7f800000, 3cb6df09606b3000
123655, 1, ff800000, 20f15197, ff800000, ff800000, 3cb6df09606b3000
123675, 1, 908c11a4, 89c0076b, 0, 0, 3cb6df09606b3000
123785, 3, b0b492ad, 28d96835, 9a1959d5, 9a1959d5, bb432b3ab3b4ba20
123925, 1, 62da21ff, 1f72a298, 42cebeae, 42cebeae, 4059d7d5c2b1ad00
124095, 4, c5fa78de, 4d5e4549, d3d9789b, d3d9789b, c27b2f135089a9c0
124295, 4, 96d1e79a, 17ba901c, 80000000, 80000000, c27b2f135089a9c0
124405, 0, 4e4521c9, 6719eaa6, 75ed0bc4, 75ed0bc4, 46bda17875a89580
124465, 2, 43dc65ab, 435b12e6, 47bc9b3e, 47bc9b3e, 40f79367ce4bb440
124635, 2, 785f3bb6, ecb9cfac, ff800000, ff800000, 40f79367ce4bb440
124825, 1, 7fc00000, e690fbc2, 7fc00000, 7fc00000, 40f79367ce4bb440
124895, 4, 29d6c7aa, 6322df0c, 4d88a57c, 4d88a57c, 41b114af724e3f00
125005, 1, 19cb43f9, 23269602, 0, 0, 41b114af724e3f00
125125, 4, e9aacbbe, 55c324fc, ff800000, ff800000, 41b114af724e3f00
125205, 0, 0, ffc00000, 7fc00000, 7fc00000, 41b114af724e3f00
125355, 4, 2d9229c4, 6ae8b6f1, 5904de4d, 5904de4d, 43209bc99d553080
125515, 3, adf3145a, 878efdfa, 0, 0, 43209bc99d553080
125565, 2, 7fc00000, f8fb5fef, 7fc00000, 7fc00000, 43209bc99d553080
125765, 2, da39a4cf, 93becdb8, 2e8a5d80, 2e8a5d80, 3dd14bb00146f900
125835, 4, ffc00000, 4d1697a5, 7fc00000, 7fc00000, 3dd14bb00146f900
126005, 2, 51a240c2, 71b91c95, 7f800000, 7f800000, 3dd14bb00146f900
126145, 1, b79a297e, 88f4c77f, 11367ae, 11367ae, 38226cf5da70f040
126275, 3, 9008625d, dcdbddd8, 2d6a44ac, 2d6a44ac, 3dad48956311de00
126475, 0, 9fd06ece, f2ac7e28, 530c712a, 530c712a, 42618e2530568600
126585, 4, c63a3e4e, 5ee26206, e5a4b251, e5a4b251, c4b4964a226a3a80
126695, 3, aecc0563, 2ef6dab9, 9e44bb7d, 9e44bb7d, bbc8976fa5065160
126755, 2, ad6e2efb, 361e7f7c, a413779c, a413779c, bc826ef372e8d280
126815, 0, 824b819, d524f8a6, 9dd44bda, 9dd44bda, bbba897b4ae60d80
126835, 0, c12f4a44, 5d9d89c7, df57bdc5, df57bdc5, c3eaf7b8ad47b700
126985, 3, 0, bee6b3d6, 80000000, 80000000, c3eaf7b8ad47b700
127055, 2, 519ebb3c, dd7b5f25, ef9bdc93, ef9bdc93, c5f37b92480a7580
127245, 1, 667c2772, dea08f75, ff800000, ff800000, c5f37b92480a7580
127435, 0, 7bab4fb, c518d4a1, 8d5eed11, 8d5eed11, b9abdda214eb76c0
127615, 1, b2faffb8, 88330bf, 80000000, 80000000, b9abdda214eb76c0
127655, 3, bb9b052d, ce5e0b49, 4a867553, 4a867553, 4150ceaa4e6d1aa0
127855, 2, 849d12c8, efd43c3, 80000000, 80000000, 4150ceaa4e6d1aa0
127915, 1, 0, bfef99da, 80000000, 80000000, 4150ceaa4e6d1aa0
127945, 4, eed6af3c, c0c79cbd, 702765a9, 702765a9, 4604ecb51d7de980
127965, 3, eb62694c, 42c8e050, eeb1a8a6, eeb1a8a6, c5d63514c86cf800
128115, 2, ca8984e7, 1dc281fa, a8d0f913, a8d0f913, bd1a1f22548c2580
128185, 4, ac1d748a, a8723014, 1514f5bd, 1514f5bd, 3aa29eb7935f5900
128315, 2, da0d3d28, 5feabac8, fa8180f4, fa8180f4, c750301e6adae800
128505, 2, 7386384d, adcde92c, e1d7eaac, e1d7eaac, c43afd557e308f00
128535, 0, c654b9a5, 7da7dc12, ff800000, ff800000, c43afd557e308f00
128695, 2, 1fc44dd4, 30e166af, 112cd724, 112cd724, 3a259ae490f57d80
128815, 2, 8e856cfa, aaa9dbe9, 0, 0, 3a259ae490f57d80
128845, 1, c48f149d, afa21e1, 900bcd10, 900bcd10, ba0179a2176b5fa0
129045, 4, 846e4f97, 3e31dfcb, 8325955c, 8325955c, b864b2ab7694b7a0
129195, 2, ffc00000, 9d757ff6, 7fc00000, 7fc00000, b864b2ab7694b7a0
129295, 4, 79a0b410, 52873c84, 7f800000, 7f800000, b864b2ab7694b7a0
129345, 4, bc9ee3e3, 1a9e0781, 97c42a9d, 97c42a9d, baf88553998298c0
129405, 1, 43ceb41d, 0, 0, 0, baf88553998298c0
129525, 4, 509bc83d, 16173ab9, 27380db0, 27380db0, 3ce701b5fb218540
129635, 2, f306444a, ba5cd357, 6de7a30f, 6de7a30f, 45bcf461e08cc980
129795, 3, e9a9d006, 9456415d, 3e8e1f41, 3e8e1f41, 3fd1c3e810c305c0
129935, 4, de987c56, dced57c3, 7c0d5f62, 7c0d5f62, 4781abec40bdf040
129985, 3, a36b2bb1, 7d5171a8, e1406714, e1406714, c4280ce283d9a500
130165, 4, a12e2cd5, 9698fdc9, 0, 0, c4280ce283d9a500
130315, 4, 9a6204f8, ab22dcfe, 60fca41, 60fca41, 38c1f9482ec1c200
130375, 3, 5c9f7fce, c4975966, e1bc982a, e1bc982a, c43793055f628500
130475, 2, df0573, cd594513, 8ebd47cc, 8ebd47cc, b9d7a8f9700cd120
130655, 1, 9b43b61a, 3582db43, 91481432, 91481432, ba2902864d39b380
130805, 0, ffc00000, 9d29cb26, 7fc00000, 7fc00000, ba2902864d39b380
130835, 0, f3707cff, 80000000, 0, 0, ba2902864d39b380
131025, 4, 1eee1efd, a391d5a2, 8307a644, 8307a644, b860f4c878a3a340
131155, 2, 43082b56, efda7f76, f3687167, f3687167, c66d0e2cdfe8e900
131205, 0, 1f9c09e1, 7fc00000, 7fc00000, 7fc00000, c66d0e2cdfe8e900
131225, 0, 8c14a61c, 80000000, 0, 0, c66d0e2cdfe8e900
131275, 1, 86c15a18, 7df3d7ae, c5382b6a, c5382b6a, c0a7056d5bac8a00
131465, 1, bdfea276, e3bb390a, 623a3968, 623a3968, 4447472d0a13d380
131625, 0, 7493806, c3e63db0, 8bb4f8d2, 8bb4f8d2, b9769f1a427e4400
131775, 4, 55e31e8b, 8a61680, 1f1359c4, 1f1359c4, 3be26b388a26f000
131945, 1, ddbb4c40, e035766a, 7e84c38b, 7e84c38b, 47d098717e625000
132145, 2, 8e764efe, ffc00000, 7fc00000, 7fc00000, 47d098717e625000
132275, 1, e2ce9cb7, ce6d1410, 71bf5746, 71bf5746, 4637eae8d262ee00
132365, 0, d69d04cd, 731238f6, ff800000, ff800000, 4637eae8d262ee00
132405, 4, bc970efb, 51d9c76d, cf008160, cf008160, c1e0102bf72fbbe0
132565, 2, b9d2e3f1, 918aa031, be465ad, be465ad, 397c8cb5af904840
132725, 3, 3c2042e8, 624f6bde, 5f01d9a1, 5f01d9a1, 43e03b34111fa600
132875, 0, cb873920, 467664a3, d282260d, d282260d, c25044c1a53bec00
133025, 0, 9ac2117e, c3f42a3d, 1f3918b1, 1f3918b1, 3be72316269ae0c0
133185, 3, 890628b2, 8b1e206c, 0, 0, 3be72316269ae0c0
133245, 2, d4c623cc, ff800000, 7f800000, 7f800000, 3be72316269ae0c0
133295, 2, 9372c3f3, 60e36fe4, b4d7addc, b4d7addc, be9af5bb74bc2d80
133355, 4, 46fcf61a, b3dc8541, bb59e72a, bb59e72a, bf6b3ce54dbfd340
133535, 3, 2ca0646e, b908ea2b, a62b9022, a62b9022, bcc572044b5a9e80
133675, 3, d7f16b97, cd1ac2e6, 6591f286, 6591f286, 44b23e50a8a2f540
133775, 4, 7fc00000, 7ae07ee6, 7fc00000, 7fc00000, 44b23e50a8a2f540
133975, 2, b83c1659, 88f36487, 1b2d312, 1b2d312, 38365a624cb19de0
134065, 2, c66c9e6b, 5f1b83d, 8cdf6b6d, 8cdf6b6d, b99bed6d9f34efe0
134125, 2, ff800000, 4fd41ff4, ff800000, ff800000, b99bed6d9f34efe0
134225, 2, 85cc26bd, 68aa745b, af07ee84, af07ee84, bde0fdd0742d25e0
134255, 0, fbb0f4, 14d90004, 0, 0, bde0fdd0742d25e0
134345, 3, 6e5de06e, dda18f10, ff800000, ff800000, bde0fdd0742d25e0
134515, 4, c1efc01a, 0, 80000000, 80000000, bde0fdd0742d25e0
134645, 3, ef76876b, 6d37c221, ff800000, ff800000, bde0fdd0742d25e0
134735, 3, 7d587b5c, e01e5f2a, ff800000, ff800000, bde0fdd0742d25e0
134865, 1, 38200d21, 123ca167, aebdd19, aebdd19, 395d7ba338c251c0
135015, 2, 76b0d211, 9262091f, c99c1fc0, c99c1fc0, c13383f7f9c121e0
135115, 4, de52079e, 911836cf, 2ff9c2fa, 2ff9c2fa, 3dff385f4fdf3080
135235, 1, b7a623b0, 71375ed5, e96e021c, e96e021c, c52dc04389945c00
135375, 1, 99e60c14, 696aee22, c3d31d08, c3d31d08, c07a63a102065500
135505, 0, e96005a8, 85ec1002, 2fce9339, 2fce9339, 3df9d2671f516a00
135565, 0, 750eff4b, f40ba1de, ff800000, ff800000, 3df9d2671f516a00
135625, 3, 65fad3e0, 7f800000, 7f800000, 7f800000, 3df9d2671f516a00
135725, 4, a5eb2df2, 0, 80000000, 80000000, 3df9d2671f516a00
135895, 2, 0, ffc00000, 7fc00000, 7fc00000, 3df9d2671f516a00
135955, 2, 3b89d9e4, 6a752ecc, 668406ba, 668406ba, 44d080d746933600
135995, 0, 8df63cea, f5c4e189, 443d5f92, 443d5f92, 4087abf24f086740
136115, 1, 2923577b, 382843c2, 21d6b948, 21d6b948, 3c3ad729195f0d80
136145, 2, f3b3e134, 1c348a96, d07db773, d07db773, c20fb6ee56ff1e00
136175, 0, 9dc1c222, 73b21238, d206c6c6, d206c6c6, c240d8d8b59b6e00
136285, 0, 4ba60044, fd066e9c, ff800000, ff800000, c240d8d8b59b6e00
136375, 1, f868e91c, 97d1777f, 50be9307, 50be9307, 4217d260f8751c80
136415, 1, 50b89a55, ff800000, ff800000, ff800000, 4217d260f8751c80
136575, 4, 44b5aa16, 4c914907, 51ce3252, 51ce3252, 4239c64a3b7b2680
136665, 0, 5a45430f, 5caeebae, 7786c92f, 7786c92f, 46f0d925da8b2640
136855, 3, 3633607c, 7b355fc4, 71fe2ca4, 71fe2ca4, 463fc59473f8bc00
136895, 2, 13ccf92, f5c57d45, b791a820, b791a820, bef23503f3078b40
136975, 4, c417ef2, 39492a7c, 6180cc9, 6180cc9, 38c3019911e62700
137015, 2, 293d4621, 60b1b5f2, 4a836402, 4a836402, 41506c804a540640
137085, 0, 3430e012, c84fdb41, bd0f9cab, bd0f9cab, bfa1f39564c95240
137125, 3, baedfe8f, ed7bceb, 8a48906b, 8a48906b, b949120d705628a0
137235, 4, 54c00255, 56813ee, 1aae1110, 1aae1110, 3b55c221f6cf40c0
137355, 2, a666ca57, 911a2b18, 0, 0, 3b55c221f6cf40c0
137385, 4, e010098f, e4186bca, 7f800000, 7f800000, 3b55c221f6cf40c0
137505, 1, 0, 9bfe95d1, 80000000, 80000000, 3b55c221f6cf40c0
137605, 3, 7f800000, b1dce8e8, ff800000, ff800000, 3b55c221f6cf40c0
137685, 3, 8c0d424a, 4ad52a15, 976b3ec0, 976b3ec0, baed67d802250480
137865, 4, 6187fe49, 87408675, a94c8c48, a94c8c48, bd299189005b5740
137935, 2, d9962bb9, 9d8bb806, 37a3eb60, 37a3eb60, 3ef47d6c193f9580
138085, 2, 56122e50, 1449b55e, 2ae65bda, 2ae65bda, 3d5ccb7b4ee45800
138175, 2, 9dff9082, 7b143105, d993f07b, d993f07b, c3327e0f59d69140
138365, 4, 88ab1b89, bc1f35a, 80000000, 80000000, c3327e0f59d69140
138475, 1, c2ac1109, 69e10d0c, ed1743bd, ed1743bd, c5a2e877bae82d80
138645, 2, 858dfdcc, 5cb246bf, a2c5c36b, a2c5c36b, bc58b86d4b88cd00
138845, 4, 292ddb29, 2d4f35e0, 170cb8cd, 170cb8cd, 3ae1971994c81c00
138885, 1, 1984dbda, 534b3005, 2d52e683, 2d52e683, 3daa5cd06bcad080
138965, 2, 8737f791, 4baaf87c, 9375b9ef, 9375b9ef, ba6eb73dce988f00
139155, 1, e02b5f2f, f5bae45d, 7f800000, 7f800000, ba6eb73dce988f00
139185, 1, 67385303, 4fce602, 2cb61752, 2cb61752, 3d96c2ea5f2b00c0
139375, 0, 80000000, 5ae41fe6, 80000000, 80000000, 3d96c2ea5f2b00c0
139445, 1, 25d4a2f4, 6e62203f, 54bbd2a4, 54bbd2a4, 42977a5483534180
139505, 0, 59031e70, 97b680ed, b13af358, b13af358, be275e6b0ecb6c00
139565, 2, f617c63a, 5a85e82f, ff800000, ff800000, be275e6b0ecb6c00
139655, 0, 13a243e3, 43fab619, 181ee9b8, 181ee9b8, 3b03dd36f9406560
139705, 3, 5b35e9c7, 2437e889, 4002af5b, 4002af5b, 400055eb4eee6fe0
139835, 0, 9d39e948, c77ee3fb, 25391b06, 25391b06, 3ca72360b2523300
139855, 4, cf0eb85, ff800000, ff800000, ff800000, 3ca72360b2523300
139965, 3, 690f3659, bcb7b277, e64d875f, e64d875f, c4c9b0ebfec957c0
140065, 3, 6c834f0a, 418b20a3, 6e8eb950, 6e8eb950, 45d1d729faa4d780
140155, 2, 19b8d949, 23d17045, 0, 0, 45d1d729faa4d780
140305, 2, b6b101c1, f11e2308, 685aae9b, 685aae9b, 450b55d378dc4200
140505, 3, 98e0ea35, 194128f4, 80000000, 80000000, 450b55d378dc4200
140535, 4, 473de533, e71d5192, eee96424, eee96424, c5dd2c8486368580
140555, 0, 59706c5e, 4633e88a, 6028f62a, 6028f62a, 44051ec531335580
140625, 2, d8473c37, 867dfbee, 1f45aa93, 1f45aa93, 3be8b55273dd0440
140655, 2, 7e6b654b, 27f4f29d, 66e13ba1, 66e13ba1, 44dc277433409fe0
140795, 3, 8d34b924, c5315563, 12fa6093, 12fa6093, 3a5f4c1250233b00
140945, 0, 90b1e59e, c6a71cc0, 17e84189, 17e84189, 3afd083126dfa000
141065, 1, 5ca65be2, 498c7231, 66b688e8, 66b688e8, 44d6d11d168e9080
141225, 4, 8d015f81, 3c042c33, 89859729, 89859729, b930b2e52d0cacc0
141355, 4, 8bafb100, 37ad6b3f, 83ee086e, 83ee086e, b87dc10dcde3c000
141495, 0, 1952c5d0, 1785a209, 0, 0, b87dc10dcde3c000
141665, 2, 558a1e70, 53a2cca3, 69afab56, 69afab56, 4535f56ac4a85400
141805, 0, bc8d5b82, 72a68b18, efb7ec48, efb7ec48, c5f6fd890f0a8c00
141985, 3, 23a7ab3a, ffc00000, 7fc00000, 7fc00000, c5f6fd890f0a8c00
142145, 3, e2df6821, 4e027214, f163acdd, f163acdd, c62c759ba5352500
142205, 0, 7f800000, b584efc4, ff800000, ff800000, c62c759ba5352500
142375, 0, f5217672, 23422c62, d8f4ef81, d8f4ef81, c31e9df023bbe900
142415, 0, 7f800000, 0, 7fc00000, 7fc00000, c31e9df023bbe900
142525, 0, 1e7e593a, 9c46d68c, 80000000, 80000000, c31e9df023bbe900
142705, 4, 373dd92f, ff5d0060, f723e4c5, f723e4c5, c6e47c98988e3400
142845, 3, 66f007ef, ef66126f, ff800000, ff800000, c6e47c98988e3400
142985, 4, 9e9f739b, 68ac4b1d, c7d6a0ea, c7d6a0ea, c0fad41d44a063c0
143005, 1, f290f1ac, ff800000, 7f800000, 7f800000, c0fad41d44a063c0
143085, 2, 98f313cc, ca142839, 238cada3, 238cada3, 3c7195b464e90d80
143245, 0, 31a9a04f, 4dd82fc9, 400f3eec, 400f3eec, 4001e7dd88abe0e0
143345, 2, 84af7ce5, 7cf5a0e2, c22860d1, c22860d1, c0450c1a048c4540
143365, 0, 19acdae6, d4d2f0db, af0e6e32, af0e6e32, bde1cdc6385c5840
143525, 3, 9d7d2af5, a2bd756a, bb5cd5, bb5cd5, 38176b9a8ad84e40
143555, 2, 31eff8bb, a5cb167, 0, 0, 38176b9a8ad84e40
143675, 4, 1e6a01e3, 4fc82c1c, 2eb6f9cb, 2eb6f9cb, 3dd6df3968671a80
143785, 4, aa140005, 5a6109b, 80000000, 80000000, 3dd6df3968671a80
143825, 3, 7ba78c71, a7851054, e3ae2d4c, e3ae2d4c, c475c5a99d894500
143865, 2, 80000000, 33db9ca1, 80000000, 80000000, c475c5a99d894500
144035, 2, edfece27, c3e51a77, 726408c0, 726408c0, 464c811808994420
144205, 1, ffc00000, 58d8c8d7, 7fc00000, 7fc00000, 464c811808994420
144285, 4, 279d5a1f, ad4c2e28, 957b005f, 957b005f, baaf600bdee9b600
144455, 2, 92fd4dfd, 7268b2b8, c5e63f84, c5e63f84, c0bcc7f0723efb00
144645, 4, 83f46f3, efff5ebc, b8bece75, b8bece75, bf17d9ce924a8e80
144745, 3, d5ab37c6, 0, 80000000, 80000000, bf17d9ce924a8e80
144765, 4, a12310c8, a6b75cea, 869985c, 869985c, 390d330b834db400
144825, 4, d0b9b39c, 7fc00000, 7fc00000, 7fc00000, 390d330b834db400
144875, 4, 34ad8d90, 49b53dbe, 3ef5bde5, 3ef5bde5, 3fdeb7bc96983800
144895, 3, 571519c8, 861a95a2, 9db41151, 9db41151, bbb6822a2aee2400
144975, 1, e58e3af0, 3808916, a98ed343, a98ed343, bd31da6870e02800
145175, 3, 895bc0a0, fbf34add, 45d0d81c, 45d0d81c, 40ba1b0368714400
145235, 0, fb08facb, e73c967a, 7f800000, 7f800000, 40ba1b0368714400
145365, 3, cfa94c45, ad21b50c, 3d55e165, 3d55e165, 3faabc2c90570f00
145405, 0, c3893221, 5d45f7ae, e15430a0, e15430a0, c42a861400ba5b80
145445, 0, ba151bfb, 90d2db2e, b75a13b, b75a13b, 396eb42768300680
145535, 1, 8dff9ae1, b638cbe7, 4b882e8, 4b882e8, 3897105d05a580e0
145705, 1, c8458844, 8e4dc81f, 171ec888, 171ec888, 3ae3d9111a940780
145875, 3, 0, 90547611, 80000000, 80000000, 3ae3d9111a940780
145935, 3, 503b310b, b66cb2a, 1c28c29f, 1c28c29f, 3b851853cf7899c0
146075, 4, 7fc00000, 6504e414, 7fc00000, 7fc00000, 3b851853cf7899c0
146205, 4, b8ee3bf1, be4e3b0f, 37bfeb32, 37bfeb32, 3ef7fd663681c3e0
146335, 2, 0, 76c78edf, 0, 0, 3ef7fd663681c3e0
146535, 0, 7b8ac700, 9b5766ec, d76989d8, d76989d8, c2ed313b0e5d0000
146675, 4, ee2681b1, 57e8cc1, b425903a, b425903a, be84b20742524e20
146815, 4, 529ddad3, c4353dee, d75f83ce, d75f83ce, c2ebf079c52dca80
146845, 3, f194a268, cc50ec28, 7e729a23, 7e729a23, 47ce53445c501000
146885, 0, 4752f4fa, ba424d5d, c2201d66, c2201d66, c04403acb8c61a40
147045, 3, 7e17acb2, d9a42725, ff800000, ff800000, c04403acb8c61a40
147115, 4, 2806e166, 8c3be05c, 80000000, 80000000, c04403acb8c61a40
147295, 4, 80000000, 52201d78, 80000000, 80000000, c04403acb8c61a40
147485, 4, d7a0a852, 7f800000, ff800000, ff800000, c04403acb8c61a40
147555, 0, c7cb06ce, bc484156, 449ed122, 449ed122, 4093da243bd2e680
147755, 4, 4b6f6822, a70d1f8c, b303f9db, b303f9db, be607f3b68621300
147845, 3, 1dec0ea2, 87c8e44f, 80000000, 80000000, be607f3b68621300
147925, 3, b7f2ea09, 4b3d2fa9, c3b38401, c3b38401, c07670803f24de20
148075, 4, f3c6e9e0, 7f800000, ff800000, ff800000, c07670803f24de20
148195, 3, 77b87019, 551904bf, 7f800000, 7f800000, c07670803f24de20
148395, 3, 43f9c3e5, 57353edf, 5bb0d4d8, 5bb0d4d8, 43761a9afd834f60
148525, 1, c83a83e9, b9e92dca, 42a9e36b, 42a9e36b, 40553c6d6da15b40
148565, 3, ecd69214, 300541b4, dd5f61ec, dd5f61ec, c3abec3d96728400
148755, 3, 9bf98db9, aa5f85c0, 6d9e4d6, 6d9e4d6, 38db3c9abe4cf800
148845, 3, 8ca37aad, 54f5b382, a21ce709, a21ce709, bc439ce12b885b40
149035, 2, b70c34c, c84359cf, 9437b93a, 9437b93a, ba86f7272eeace80
149215, 0, 50098037, d7ef8f75, e880abc1, e880abc1, c510157819ea4460
149235, 3, 71961685, 40fd6dd1, 731494a4, 731494a4, 46629294720072a0
149325, 0, 87f4aa69, 16c4b10e, 80000000, 80000000, 46629294720072a0
149365, 1, f997d591, 675a39c3, ff800000, ff800000, 46629294720072a0
149515, 1, 8192916e, 88e88f06, 0, 0, 46629294720072a0
149565, 3, 1a8d9d4c, a6ffefb7, 820d9449, 820d9449, b841b289392caa80
149585, 3, 1cb5875d, 5acaa75a, 380fb37b, 380fb37b, 3f01f66f50283640
149735, 0, 451fa4b3, c1b35feb, c75fb7f4, c75fb7f4, c0ebf6fe74e75440
149915, 4, a7cdbbab, 86805c27, 0, 0, c0ebf6fe74e75440
150055, 4, 7aa2a564, 21ac4be9, 5cdaeeb3, 5cdaeeb3, 439b5dd66b350100
150255, 3, 27bef246, d74a58e3, bf96ed77, bf96ed77, bff2ddaefa9c8240
150375, 4, 2893894f, 216de7c1, a891bae, a891bae, 39512375c879b1e0
150485, 3, 0, 750cbb22, 0, 0, 39512375c879b1e0
150575, 0, faf99ac5, 9dab4555, 5926fdfb, 5926fdfb, 4324dfbf65cf8d20
150635, 3, 2330915c, 68f84efd, 4cab434c, 4cab434c, 419568697d35fd80
150725, 0, 24192298, ae9da7d0, 933c9d32, 933c9d32, ba6793a64d50e000
150765, 0, f3a3480, d4f9a2fc, a4b5939d, a4b5939d, bc96b273a095c000
150825, 2, a2c42a23, 36d67de7, 9a245bb3, 9a245bb3, bb448b765ae392a0
150865, 4, d708d4a4, 17a788b7, af331794, af331794, bde662f270c84f00
150975, 2, 9ba1034e, 80000000, 0, 0, bde662f270c84f00
151135, 4, a3cbaf6a, 7be9941a, e039d87e, e039d87e, c4073b0fb2631880
151275, 2, 7081e749, b46b1254, e56e913a, e56e913a, c4add22739817d00
151365, 3, b5ab7594, 466a5650, bc9cf348, bc9cf348, bf939e690b8ec800
